fileName,prolificID,conditionName,numTrialsMissing,numLinesMissing,warning_bool
SpicyWhiteCarrot970_62cbf51439a76e8fccd8a495_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_16h09.14.770_EDT.csv,62cbf51439a76e8fccd8a495,crowding_L8_block1,0,11,False
SpicyWhiteCarrot970_62cbf51439a76e8fccd8a495_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_16h09.14.770_EDT.csv,62cbf51439a76e8fccd8a495,crowding_L8_block2,0,9,False
SpicyWhiteCarrot970_62cbf51439a76e8fccd8a495_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_16h09.14.770_EDT.csv,62cbf51439a76e8fccd8a495,crowding_R8_block1,1,14,False
SpicyWhiteCarrot970_62cbf51439a76e8fccd8a495_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_16h09.14.770_EDT.csv,62cbf51439a76e8fccd8a495,crowding_R8_block2,2,15,False
SpicyBlueLime891_63b2d04ed0f53f75de4ba38e_CrowdingReadingAcuity_secondSess13_0001_2025-07-08_20h36.34.525_UTC1.csv,63b2d04ed0f53f75de4ba38e,crowding_R8_block4,0,2,False
LuckyAquaDove813_64837ba51422d817b62cc5cc_CrowdingReadingAcuity_firstSess20_0001_2025-07-08_17h46.33.004_UTC1.csv,64837ba51422d817b62cc5cc,crowding_R8_block2,34,0,False
LoudGrayCat949_64837ba51422d817b62cc5cc_CrowdingReadingAcuity_secondSess13_0001_2025-07-09_07h32.37.284_UTC1.csv,64837ba51422d817b62cc5cc,crowding_L8_block3,15,0,False
LuckyAquaDove813_64837ba51422d817b62cc5cc_CrowdingReadingAcuity_firstSess20_0001_2025-07-08_17h46.33.004_UTC1.csv,64837ba51422d817b62cc5cc,crowding_L8_block2,32,0,False
LoudForestGrape838_65031d5ca9f619d9e0412f0a_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_21h02.15.055_UTC1.csv,65031d5ca9f619d9e0412f0a,crowding_R8_block2,44,0,False
LoudForestGrape838_65031d5ca9f619d9e0412f0a_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_21h02.15.055_UTC1.csv,65031d5ca9f619d9e0412f0a,crowding_L8_block1,29,0,False
LoudForestGrape838_65031d5ca9f619d9e0412f0a_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_21h02.15.055_UTC1.csv,65031d5ca9f619d9e0412f0a,crowding_R8_block1,30,0,False
LoudForestGrape838_65031d5ca9f619d9e0412f0a_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_21h02.15.055_UTC1.csv,65031d5ca9f619d9e0412f0a,crowding_L8_block2,43,0,False
CalmGrayDumpling639_65178713fd459dd31fbfb62b_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_14h47.52.749_PDT.csv,65178713fd459dd31fbfb62b,crowding_L8_block1,0,2,False
CalmGrayDumpling639_65178713fd459dd31fbfb62b_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_14h47.52.749_PDT.csv,65178713fd459dd31fbfb62b,crowding_R8_block1,0,3,False
CrazyPurpleDeer454_66d4407f31981698998d25d8_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_00h28.16.233_UTC1.csv,66d4407f31981698998d25d8,crowding_L8_block1,0,3,False
CrazyPurpleDeer454_66d4407f31981698998d25d8_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_00h28.16.233_UTC1.csv,66d4407f31981698998d25d8,crowding_R8_block2,0,6,False
CrazyPurpleDeer454_66d4407f31981698998d25d8_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_00h28.16.233_UTC1.csv,66d4407f31981698998d25d8,crowding_L8_block2,0,7,False
UpGoldWhale193_66f46179fa81f408915abaaa_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_16h22.06.703_CDT.csv,66f46179fa81f408915abaaa,crowding_R8_block2,1,1,False
AlertGoldShark079_66f75ca6c63db2214194b1cc_CrowdingReadingAcuity_secondSess13_0001_2025-07-02_14h41.52.051_PDT.csv,66f75ca6c63db2214194b1cc,crowding_R8_block3,0,2,False
AlertGreenFig976_672135003f5e272c889620ea_CrowdingReadingAcuity_firstSess20_0001_2025-07-01_20h59.55.760_UTC1.csv,672135003f5e272c889620ea,crowding_L8_block2,37,0,False
AlertGreenFig976_672135003f5e272c889620ea_CrowdingReadingAcuity_firstSess20_0001_2025-07-01_20h59.55.760_UTC1.csv,672135003f5e272c889620ea,crowding_R8_block1,38,0,False
AlertGreenFig976_672135003f5e272c889620ea_CrowdingReadingAcuity_firstSess20_0001_2025-07-01_20h59.55.760_UTC1.csv,672135003f5e272c889620ea,crowding_L8_block1,39,0,False
AlertGreenFig976_672135003f5e272c889620ea_CrowdingReadingAcuity_firstSess20_0001_2025-07-01_20h59.55.760_UTC1.csv,672135003f5e272c889620ea,crowding_R8_block2,35,0,False
CoolGoldFrog228_672166c613ae45d2990702b6_CrowdingReadingAcuity_secondSess13_0001_2025-07-02_16h33.50.536_CDT.csv,672166c613ae45d2990702b6,crowding_R8_block3,1,3,False
CoolGoldFrog228_672166c613ae45d2990702b6_CrowdingReadingAcuity_secondSess13_0001_2025-07-02_16h33.50.536_CDT.csv,672166c613ae45d2990702b6,crowding_L8_block3,1,4,False
GrandSkyCat580_672bb1963a3e366539886bfc_CrowdingReadingAcuity_firstSess20_0001_2025-07-01_14h42.49.211_CDT.csv,672bb1963a3e366539886bfc,crowding_R8_block1,0,3,False
LoudSkySnake089_672f51ea346fba23ddd5a793_CrowdingReadingAcuity_secondSess13_0001_2025-07-03_10h24.44.364_UTC1.csv,672f51ea346fba23ddd5a793,crowding_L8_block3,0,6,False
LoudSkySnake089_672f51ea346fba23ddd5a793_CrowdingReadingAcuity_secondSess13_0001_2025-07-03_10h24.44.364_UTC1.csv,672f51ea346fba23ddd5a793,crowding_R8_block3,0,12,False
CleverGreenBear086_673feeafa80a279f5cc63e33_CrowdingReadingAcuity_secondSess13_0001_2025-07-02_23h22.18.734_EDT.csv,673feeafa80a279f5cc63e33,crowding_L8_block3,0,10,False
CleverGreenBear086_673feeafa80a279f5cc63e33_CrowdingReadingAcuity_secondSess13_0001_2025-07-02_23h22.18.734_EDT.csv,673feeafa80a279f5cc63e33,crowding_R8_block3,0,12,False
BrightSilverWolf130_6746c680672c3ab45f25efb7_CrowdingReadingAcuity_firstSess20_0001_2025-07-01_14h39.15.694_CDT.csv,6746c680672c3ab45f25efb7,crowding_R8_block1,0,4,False
CleverWhiteApple216_67486ef5b88595ed8d20fe7c_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_01h24.28.327_UTC1.csv,67486ef5b88595ed8d20fe7c,crowding_L8_block2,0,4,False
BrightBlueDragon935_67486ef5b88595ed8d20fe7c_CrowdingReadingAcuity_secondSess13_0001_2025-07-03_06h14.02.306_UTC1.csv,67486ef5b88595ed8d20fe7c,crowding_L8_block4,0,6,False
BrightBlueDragon935_67486ef5b88595ed8d20fe7c_CrowdingReadingAcuity_secondSess13_0001_2025-07-03_06h14.02.306_UTC1.csv,67486ef5b88595ed8d20fe7c,crowding_R8_block4,0,6,False
CleverWhiteApple216_67486ef5b88595ed8d20fe7c_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_01h24.28.327_UTC1.csv,67486ef5b88595ed8d20fe7c,crowding_R8_block1,0,2,False
CleverWhiteApple216_67486ef5b88595ed8d20fe7c_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_01h24.28.327_UTC1.csv,67486ef5b88595ed8d20fe7c,crowding_R8_block2,0,3,False
CleverWhiteApple216_67486ef5b88595ed8d20fe7c_CrowdingReadingAcuity_firstSess20_0001_2025-07-03_01h24.28.327_UTC1.csv,67486ef5b88595ed8d20fe7c,crowding_L8_block1,0,2,False
HandyBlackDumpling566_676e09a334757c5868cce157_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_22h33.35.911_UTC1.csv,676e09a334757c5868cce157,crowding_L8_block1,0,4,False
BusyBlueWolf597_6778842e3f7e2e62756f7178_CrowdingReadingAcuity_secondSess13_0001_2025-07-02_17h41.32.353_CDT.csv,6778842e3f7e2e62756f7178,crowding_L8_block4,0,2,False
FreeSilverFish342_67bdf5a74b3f256db8907428_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_19h51.21.712_EDT.csv,67bdf5a74b3f256db8907428,crowding_L8_block1,49,0,False
FreeSilverFish342_67bdf5a74b3f256db8907428_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_19h51.21.712_EDT.csv,67bdf5a74b3f256db8907428,crowding_R8_block2,49,0,False
FreeSilverFish342_67bdf5a74b3f256db8907428_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_19h51.21.712_EDT.csv,67bdf5a74b3f256db8907428,crowding_L8_block2,48,1,False
FreeSilverFish342_67bdf5a74b3f256db8907428_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_19h51.21.712_EDT.csv,67bdf5a74b3f256db8907428,crowding_R8_block1,49,0,False
CleverFireBird659_67cfaeb668a2d88c6159ebe5_CrowdingReadingAcuity_firstSess20_0001_2025-07-02_22h01.21.639_NDT.csv,67cfaeb668a2d88c6159ebe5,crowding_R8_block1,0,2,False
